6540	7.78800783071
6541	7.9801730205
6542	8.16686482598
6543	8.34748330634
6544	8.52143788966
6545	8.68815056263
6546	8.84705904943
6547	8.99761995568
6548	9.13931185271
6549	9.27163827812
6550	9.39413062813
6551	9.50635091859
6552	9.60789439152
6553	9.69839194591
6554	9.77751237193
6555	9.84496437005
6556	9.90049833749
6557	9.94390790691
6558	9.97503122397
6559	9.99375195272
6560	10.0
6561	9.99375195272
6562	9.97503122397
6563	9.94390790691
6564	9.90049833749
6565	9.84496437005
6566	9.77751237193
6567	9.69839194591
6568	9.60789439152
6569	9.50635091859
6570	9.39413062813
6571	9.27163827812
6572	9.13931185271
6573	8.99761995568
6574	8.84705904943
6575	8.68815056263
6576	8.52143788966
6577	8.34748330634
6578	8.16686482598
6579	7.9801730205
